ACADEMIC_PERIOD,CRN,SUBJECT,COURSE_NUMBER,SUBJECT_DESC,STATUS,STATUS_DESC,TITLE_SHORT_DESC,MIN_CREDITS,MAX_CREDITS,CAMPUS_DESC,MAXIMUM_ENROLLMENT,ACTUAL_ENROLLMENT,SEATS_AVAILABLE,PERCENTAGE_OF_RESPONSIBILITY,PRIMARY_INSTRUCTOR_FIRST_NAME,PRIMARY_INSTRUCTOR_LAST_NAME,SECTION,BEGIN_TIME,END_TIME,BUILDING,BUILDING_DESC,ROOM,COURSE_CAMPUS_DESC,MONDAY_IND,TUESDAY_IND,WEDNESDAY_IND,THURSDAY_IND,FRIDAY_IND,SATURDAY_IND,SUNDAY_IND,SECTION_CROSS_LIST,WAIT_CAPACITY,WAIT_AVAIL,PART_OF_TERM,SESSION,SECTION,SCHEDULE_TYPE,TOTAL_CREDITS_SECTION,GEN1_Attr,GEN2_Attr,GEN3_Attr,GEN4_Attr,GEN5_Attr
202502,25083,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,36,36,0,100,Hyuk Jun,Kweon,0,1420,1535,1001,Cedar Street Building C,0674,Athens,,T,,R,,,,,999,999,1,A,0,LEC,108,,,GEN3,,
202302,25083,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,36,36,0,100,Jimmy,Dillies,0,1350,1440,1013,Cedar Street Building A,0240,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,108,,,GEN3,,
202402,25083,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,36,37,-1,100,Brett,Collins,0,1350,1440,1010,Dawson Hall,0206,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,111,,,GEN3,,
202102,25086,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,32,17,15,100,Jimmy,Dillies,0,1020,1110,1010,Dawson Hall,0202,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,51,,,GEN3,,
202202,25086,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,32,32,0,100,Miljenko,Zabcic,0,1020,1110,1023,Boyd Research & Education CTR,0222,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,96,,,GEN3,,
202402,25086,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,34,34,0,100,Jennifer,Royal,0,1020,1110,1030,Marine Sci - Dance,0304,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,102,,,GEN3,,
202302,25086,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,35,33,2,100,Nuromur,Arguz,0,1130,1220,1010,Dawson Hall,0206,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,99,,,GEN3,,
202602,25086,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,35,35,0,100,Peter,Lambert-Cole,0,0955,1050,1040,Forest Resources-1,0303,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,105,,,GEN3,,
202502,25086,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,36,36,0,100,Jennifer,Royal,0,1020,1110,1023,Boyd Research & Education CTR,0221,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,108,,,GEN3,,
202102,25088,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,32,29,3,100,Jimmy,Dillies,0,1240,1330,1023,Boyd Research & Education CTR,0328,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,87,,,GEN3,,
202202,25088,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,32,32,0,100,Miljenko,Zabcic,0,1240,1330,1023,Boyd Research & Education CTR,0304,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,96,,,GEN3,,
202302,25088,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,35,35,0,100,Jimmy,Dillies,0,1240,1330,1013,Cedar Street Building A,0240,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,105,,,GEN3,,
202602,25088,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,35,35,0,100,Peter,Lambert-Cole,0,1200,1255,1023,Boyd Research & Education CTR,0302,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,105,,,GEN3,,
202402,25088,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,36,36,0,100,Brett,Collins,0,1240,1330,1023,Boyd Research & Education CTR,0323,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,108,,,GEN3,,
202502,25088,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,36,36,0,100,Peter,Lambert-Cole,0,0910,1000,1003,Physics,0221,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,108,,,GEN3,,
202402,25091,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,0,0,0,100,Jimmy,Dillies,0,1500,1550,,,,,M,,W,,F,,,,999,999,1,B,0,LEC,0,,,GEN3,,
202502,25091,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,0,0,0,,,,,,,,,,,,,,,,,,,999,999,1,B,,LEC,0,,,GEN3,,
202602,25091,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,0,0,0,,,,,,,,,,,,,,,,,,,999,999,1,B,,LEC,0,,,GEN3,,
202202,25091,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,32,18,14,100,Zhenhua,Wang,0,0800,0915,1023,Boyd Research & Education CTR,0322,Athens,,T,,R,,,,,999,999,1,A,0,LEC,54,,,GEN3,,
202102,25091,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,32,19,13,100,Jimmy,Dillies,0,1350,1440,1023,Boyd Research & Education CTR,0221,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,57,,,GEN3,,
202302,25091,MATH,2500,MATH - Mathematics,A,Active,Calculus III for Engineering,3,3,Athens,35,35,0,100,Matthew,Just,0,1110,1225,1002,Geography Geology,0154,Athens,,T,,R,,,,,999,999,1,A,0,LEC,105,,,GEN3,,
202202,25094,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,32,32,0,100,Miljenko,Zabcic,0,1500,1550,1023,Boyd Research & Education CTR,0302,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,96,,,GEN3,,
202302,25094,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,34,26,8,100,Edward,Azoff,0,1500,1550,1023,Boyd Research & Education CTR,0221,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,78,,,GEN3,,
202602,25094,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,35,35,0,100,Miljenko,Zabcic,0,0955,1050,1023,Boyd Research & Education CTR,0221,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,105,,,GEN3,,
202402,25094,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,35,35,0,100,Roy,Segars,0,1350,1440,1023,Boyd Research & Education CTR,0322,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,105,,,GEN3,,
202102,25094,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,38,38,0,100,Miljenko,Zabcic,0,1500,1550,NCRR,No Classroom Required,NCRR,Athens,M,,W,,F,,,,999,999,1,B,0,LEC,114,,,GEN3,,
202502,25094,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,40,40,0,100,Caner,Kazanci,0,1350,1440,1023,Boyd Research & Education CTR,0303,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,120,,,GEN3,,
202202,25096,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,33,33,0,100,Laura,Rider,0,0910,1000,1060,Aderhold Hall,0631,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,99,,,GEN3,,
202302,25096,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,34,34,0,100,Enkeleida,Lakuriqi,0,0910,1000,1023,Boyd Research & Education CTR,0304,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,102,,,GEN3,,
202102,25096,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,35,21,14,100,Changho,Han,0,1350,1440,1010,Dawson Hall,0306,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,63,,,GEN3,,
202602,25096,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,35,35,0,100,Gerasim,Iliev,0,0955,1115,1001,Cedar Street Building C,0287,Athens,,T,,R,,,,,999,999,1,A,0,LEC,105,,,GEN3,,
202402,25096,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,35,35,0,100,Leonard,Chastkofsky,0,0910,1000,1011,Conner Hall,0210,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,105,,,GEN3,,
202502,25096,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,40,39,1,100,Gerasim,Iliev,0,0910,1000,1010,Dawson Hall,0306,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,117,,,GEN3,,
202202,25099,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,30,30,0,100,Brian,Boe,0,1020,1110,1060,Aderhold Hall,0627,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,90,,,GEN3,,
202302,25099,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,34,33,1,100,Enkeleida,Lakuriqi,0,1020,1110,1023,Boyd Research & Education CTR,0304,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,99,,,GEN3,,
202402,25099,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,35,36,-1,100,Lin,Mu,0,1020,1110,1060,Aderhold Hall,0601,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,108,,,GEN3,,
202102,25099,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,38,37,1,100,Enkeleida,Lakuriqi,0,1020,1110,1010,Dawson Hall,0312,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,111,,,GEN3,,
202602,25099,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,40,33,7,100,David,Gay,0,0815,0935,1023,Boyd Research & Education CTR,0322,Athens,,T,,R,,,,,999,999,1,A,0,LEC,99,,,GEN3,,
202502,25099,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,40,40,0,100,Soumya,Sinha Babu,0,1020,1110,1023,Boyd Research & Education CTR,0322,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,120,,,GEN3,,
202102,25102,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,25,22,3,100,Jingzhi,Tie,0,1350,1440,1001,Cedar Street Building C,0551,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,66,,,GEN3,,
202202,25102,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,32,32,0,100,Enkeleida,Lakuriqi,0,1350,1440,1023,Boyd Research & Education CTR,0304,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,96,,,GEN3,,
202302,25102,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,34,34,0,100,Roy,Segars,0,1350,1440,1002,Geography Geology,0154,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,102,,,GEN3,,
202502,25102,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,35,34,1,100,Ruiwen,Shu,0,1245,1400,1023,Boyd Research & Education CTR,0221,Athens,,T,,R,,,,,999,999,1,A,0,LEC,102,,,GEN3,,
202602,25102,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,35,35,0,100,Kai,Fan,0,1315,1435,1003,Physics,0327,Athens,,,W,,F,,,,999,999,1,A,0,LEC,105,,,GEN3,,
202402,25102,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,35,35,0,100,Miljenko,Zabcic,0,1350,1440,1023,Boyd Research & Education CTR,0222,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,105,,,GEN3,,
202202,25105,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,32,32,0,100,Miljenko,Zabcic,0,1610,1700,1023,Boyd Research & Education CTR,0304,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,96,,,GEN3,,
202302,25105,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,34,34,0,100,Miljenko,Zabcic,0,1610,1700,1023,Boyd Research & Education CTR,0221,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,102,,,GEN3,,
202602,25105,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,35,35,0,100,Gerasim,Iliev,0,1455,1615,1001,Cedar Street Building C,0287,Athens,,T,,R,,,,,999,999,1,A,0,LEC,105,,,GEN3,,
202402,25105,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,35,35,0,100,Miljenko,Zabcic,0,1610,1700,1023,Boyd Research & Education CTR,0323,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,105,,,GEN3,,
202102,25105,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,38,38,0,100,Miljenko,Zabcic,0,1610,1700,NCRR,No Classroom Required,NCRR,Athens,M,,W,,F,,,,999,999,1,B,0,LEC,114,,,GEN3,,
202502,25105,MATH,2700,MATH - Mathematics,A,Active,Elem Differential Equations,3,3,Athens,40,40,0,100,Miljenko,Zabcic,0,1610,1700,1023,Boyd Research & Education CTR,0302,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,120,,,GEN3,,
202202,25115,MATH,3000,MATH - Mathematics,A,Active,Introduction to Linear Algebra,3,3,Athens,30,12,18,100,Jiuya,Wang,0,0935,1050,1023,Boyd Research & Education CTR,0322,Athens,,T,,R,,,,,999,999,1,A,0,LEC,36,,,,,
202402,25115,MATH,3000,MATH - Mathematics,A,Active,Introduction to Linear Algebra,3,3,Athens,30,21,9,100,Nate,Harman,0,1420,1535,1023,Boyd Research & Education CTR,0302,Athens,,T,,R,,,,,999,999,1,A,0,LEC,63,,,,,
202102,25115,MATH,3000,MATH - Mathematics,A,Active,Introduction to Linear Algebra,3,3,Athens,30,28,2,100,Saar,Hersonsky,0,1110,1225,NCRR,No Classroom Required,NCRR,Athens,,T,,R,,,,,999,999,1,B,0,LEC,84,,,,,
202302,25115,MATH,3000,MATH - Mathematics,A,Active,Introduction to Linear Algebra,3,3,Athens,30,29,1,100,Maurice,Hendon,0,1130,1220,1002,Geography Geology,0154,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,87,,,,,
202502,25115,MATH,3000,MATH - Mathematics,A,Active,Introduction to Linear Algebra,3,3,Athens,30,30,0,100,Joseph,Fu,0,1110,1225,1023,Boyd Research & Education CTR,0304,Athens,,T,,R,,,,,999,999,1,A,0,LEC,90,,,,,
202602,25115,MATH,3000,MATH - Mathematics,A,Active,Introduction to Linear Algebra,3,3,Athens,35,25,10,100,Joseph,Fu,0,1135,1255,1023,Boyd Research & Education CTR,0221,Athens,,T,,R,,,,,999,999,1,A,0,LEC,75,,,,,
202502,25118,MATH,3100,MATH - Mathematics,A,Active,Intro Mathematical Analysis,3,3,Athens,32,32,0,100,Michael,Klipper,0,1130,1220,1023,Boyd Research & Education CTR,0221,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,96,,,,,
202602,25118,MATH,3100,MATH - Mathematics,A,Active,Intro Mathematical Analysis,3,3,Athens,40,37,3,100,Wojciech,Slomian,0,0815,0935,1023,Boyd Research & Education CTR,0303,Athens,M,,W,,,,,,999,999,1,A,0,LEC,111,,,,,
202402,25118,MATH,3100,MATH - Mathematics,A,Active,Sequences and Series,3,3,Athens,30,27,3,100,Paul,Pollack,0,1350,1440,1023,Boyd Research & Education CTR,0304,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,81,,,,,
202102,25118,MATH,3100,MATH - Mathematics,A,Active,Sequences and Series,3,3,Athens,35,14,21,100,Ming-Jun,Lai,0,0910,1000,NCRR,No Classroom Required,NCRR,Athens,M,,W,,F,,,,999,999,1,B,0,LEC,42,,,,,
202202,25118,MATH,3100,MATH - Mathematics,A,Active,Sequences and Series,3,3,Athens,35,24,11,100,Peter,Clark,0,0910,1000,1023,Boyd Research & Education CTR,0303,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,72,,,,,
202302,25118,MATH,3100,MATH - Mathematics,A,Active,Sequences and Series,3,3,Athens,35,26,9,100,Joseph,Fu,0,1130,1220,1023,Boyd Research & Education CTR,0303,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,78,,,,,
202402,25124,MATH,3200,MATH - Mathematics,A,Active,Intro to Higher Mathematics,3,3,Athens,32,20,12,100,Jingzhi,Tie,0,1240,1330,1023,Boyd Research & Education CTR,0221,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,60,,,,,
202302,25124,MATH,3200,MATH - Mathematics,A,Active,Intro to Higher Mathematics,3,3,Athens,32,26,6,100,Peter,Clark,0,0910,1000,1023,Boyd Research & Education CTR,0302,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,78,,,,,
202202,25124,MATH,3200,MATH - Mathematics,A,Active,Intro to Higher Mathematics,3,3,Athens,32,31,1,100,Jennifer,Royal,0,1350,1440,1023,Boyd Research & Education CTR,0323,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,93,,,,,
202102,25124,MATH,3200,MATH - Mathematics,A,Active,Intro to Higher Mathematics,3,3,Athens,35,32,3,100,Jennifer,Royal,0,1350,1440,NCRR,No Classroom Required,NCRR,Athens,M,,W,,F,,,,999,999,1,B,0,LEC,96,,,,,
202502,25124,MATH,3200,MATH - Mathematics,X,Registrar Cancelled,Intro to Higher Mathematics,3,3,Athens,0,0,0,,,,,,,,,,,,,,,,,,,0,0,1,B,,LEC,0,,,,,
202102,25128,MATH,3300,MATH - Mathematics,A,Active,Applied Linear Algebra,3,3,Athens,28,24,4,100,Leonard,Chastkofsky,0,1420,1535,1023,Boyd Research & Education CTR,0221,Athens,,T,,R,,,,,999,999,1,A,0,LEC,72,,,,,
202202,25128,MATH,3300,MATH - Mathematics,A,Active,Applied Linear Algebra,3,3,Athens,28,28,0,100,Padmavathi,Srinivasan,0,1110,1225,1023,Boyd Research & Education CTR,0322,Athens,,T,,R,,,,,999,999,1,A,0,LEC,84,,,,,
202302,25128,MATH,3300,MATH - Mathematics,A,Active,Applied Linear Algebra,3,3,Athens,30,29,1,100,Seulip,Lee,0,0910,1000,1023,Boyd Research & Education CTR,0208,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,87,,,,,
202402,25128,MATH,3300,MATH - Mathematics,A,Active,Applied Linear Algebra,3,3,Athens,32,32,0,100,Ming-Jun,Lai,0,1130,1220,1023,Boyd Research & Education CTR,0322,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,96,,,,,
202602,25128,MATH,3300,MATH - Mathematics,A,Active,Applied Linear Algebra,3,3,Athens,35,30,5,100,Enkeleida,Lakuriqi,0,0955,1050,1060,Aderhold Hall,0317,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,90,,,,,
202502,25128,MATH,3300,MATH - Mathematics,A,Active,Applied Linear Algebra,3,3,Athens,39,38,1,100,David,Galban,0,1130,1220,1003,Physics,0327,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,114,,,,,
202602,25131,MATH,3510H,MATH - Mathematics,A,Active,Multivariable Mathematics II H,4,4,Athens,15,1,14,100,Jason,Cantarella,0,0815,0935,1023,Boyd Research & Education CTR,0322,Athens,,,W,,,,,AS_MATH3510,0,0,1,A,0,HLE,4,,,,,
202602,25131,MATH,3510H,MATH - Mathematics,A,Active,Multivariable Mathematics II H,4,4,Athens,15,1,14,100,Jason,Cantarella,0,0815,0935,1023,Boyd Research & Education CTR,0323,Athens,,T,,R,,,,AS_MATH3510,0,0,1,A,0,HLE,4,,,,,
202502,25131,MATH,3510H,MATH - Mathematics,A,Active,Multivariable Mathematics II H,4,4,Athens,15,2,13,100,Jason,Cantarella,0,1240,1330,1023,Boyd Research & Education CTR,0304,Athens,,,W,,,,,AS_MATH3510,0,0,1,A,0,HLE,8,,,,,
202502,25131,MATH,3510H,MATH - Mathematics,A,Active,Multivariable Mathematics II H,4,4,Athens,15,2,13,100,Jason,Cantarella,0,1245,1400,1023,Boyd Research & Education CTR,0302,Athens,,T,,R,,,,AS_MATH3510,0,0,1,A,0,HLE,8,,,,,
202302,25131,MATH,3510H,MATH - Mathematics,A,Active,Multivariable Mathematics II H,4,4,Athens,15,3,12,100,Jason,Cantarella,0,1240,1330,1023,Boyd Research & Education CTR,0323,Athens,,,W,,,,,AS_MATH3510,0,0,1,A,0,HLE,12,,,,,
202302,25131,MATH,3510H,MATH - Mathematics,A,Active,Multivariable Mathematics II H,4,4,Athens,15,3,12,100,Jason,Cantarella,0,1245,1400,1023,Boyd Research & Education CTR,0303,Athens,,T,,R,,,,AS_MATH3510,0,0,1,A,0,HLE,12,,,,,
202402,25131,MATH,3510H,MATH - Mathematics,A,Active,Multivariable Mathematics II H,4,4,Athens,15,3,12,100,Jason,Cantarella,0,1240,1330,1023,Boyd Research & Education CTR,0304,Athens,,,W,,,,,AS_MATH3510,0,0,1,A,0,HLE,12,,,,,
202402,25131,MATH,3510H,MATH - Mathematics,A,Active,Multivariable Mathematics II H,4,4,Athens,15,3,12,100,Jason,Cantarella,0,1245,1400,1023,Boyd Research & Education CTR,0302,Athens,,T,,R,,,,AS_MATH3510,0,0,1,A,0,HLE,12,,,,,
202202,25131,MATH,3510H,MATH - Mathematics,A,Active,Multivariable Mathematics II H,4,4,Athens,15,4,11,100,Jason,Cantarella,0,1110,1225,1023,Boyd Research & Education CTR,0303,Athens,,T,,R,,,,AS_MATH3510,0,0,1,A,0,HLE,16,,,,,
202202,25131,MATH,3510H,MATH - Mathematics,A,Active,Multivariable Mathematics II H,4,4,Athens,15,4,11,100,Jason,Cantarella,0,1130,1220,1023,Boyd Research & Education CTR,0322,Athens,,,W,,,,,AS_MATH3510,0,0,1,A,0,HLE,16,,,,,
202102,25131,MATH,3510H,MATH - Mathematics,A,Active,Multivariable Mathematics II H,4,4,Athens,15,6,9,100,Michael,Usher,0,1110,1225,1023,Boyd Research & Education CTR,0303,Athens,,T,,,,,,AS_MATH3510,0,0,1,A,0,HLE,24,,,,,
202102,25131,MATH,3510H,MATH - Mathematics,A,Active,Multivariable Mathematics II H,4,4,Athens,15,6,9,100,Michael,Usher,0,1130,1220,1023,Boyd Research & Education CTR,0303,Athens,M,,W,,F,,,AS_MATH3510,0,0,1,A,0,HLE,24,,,,,
202202,25137,MATH,3510,MATH - Mathematics,A,Active,Multivariable Mathematics II,4,4,Athens,15,2,13,100,Jason,Cantarella,0,1110,1225,1023,Boyd Research & Education CTR,0303,Athens,,T,,R,,,,AS_MATH3510,0,0,1,A,0,LEC,8,,,,,
202202,25137,MATH,3510,MATH - Mathematics,A,Active,Multivariable Mathematics II,4,4,Athens,15,2,13,100,Jason,Cantarella,0,1130,1220,1023,Boyd Research & Education CTR,0322,Athens,,,W,,,,,AS_MATH3510,0,0,1,A,0,LEC,8,,,,,
202302,25137,MATH,3510,MATH - Mathematics,A,Active,Multivariable Mathematics II,4,4,Athens,15,2,13,100,Jason,Cantarella,0,1240,1330,1023,Boyd Research & Education CTR,0323,Athens,,,W,,,,,AS_MATH3510,0,0,1,A,0,LEC,8,,,,,
202302,25137,MATH,3510,MATH - Mathematics,A,Active,Multivariable Mathematics II,4,4,Athens,15,2,13,100,Jason,Cantarella,0,1245,1400,1023,Boyd Research & Education CTR,0303,Athens,,T,,R,,,,AS_MATH3510,0,0,1,A,0,LEC,8,,,,,
202602,25137,MATH,3510,MATH - Mathematics,A,Active,Multivariable Mathematics II,4,4,Athens,15,3,12,100,Jason,Cantarella,0,0815,0935,1023,Boyd Research & Education CTR,0322,Athens,,,W,,,,,AS_MATH3510,0,0,1,A,0,LEC,12,,,,,
202602,25137,MATH,3510,MATH - Mathematics,A,Active,Multivariable Mathematics II,4,4,Athens,15,3,12,100,Jason,Cantarella,0,0815,0935,1023,Boyd Research & Education CTR,0323,Athens,,T,,R,,,,AS_MATH3510,0,0,1,A,0,LEC,12,,,,,
202102,25137,MATH,3510,MATH - Mathematics,A,Active,Multivariable Mathematics II,4,4,Athens,15,4,11,100,Michael,Usher,0,1110,1225,1023,Boyd Research & Education CTR,0303,Athens,,T,,,,,,AS_MATH3510,0,0,1,A,0,LEC,16,,,,,
202102,25137,MATH,3510,MATH - Mathematics,A,Active,Multivariable Mathematics II,4,4,Athens,15,4,11,100,Michael,Usher,0,1130,1220,1023,Boyd Research & Education CTR,0303,Athens,M,,W,,F,,,AS_MATH3510,0,0,1,A,0,LEC,16,,,,,
202502,25137,MATH,3510,MATH - Mathematics,A,Active,Multivariable Mathematics II,4,4,Athens,15,5,10,100,Jason,Cantarella,0,1240,1330,1023,Boyd Research & Education CTR,0304,Athens,,,W,,,,,AS_MATH3510,0,0,1,A,0,LEC,20,,,,,
202502,25137,MATH,3510,MATH - Mathematics,A,Active,Multivariable Mathematics II,4,4,Athens,15,5,10,100,Jason,Cantarella,0,1245,1400,1023,Boyd Research & Education CTR,0302,Athens,,T,,R,,,,AS_MATH3510,0,0,1,A,0,LEC,20,,,,,
202402,25137,MATH,3510,MATH - Mathematics,A,Active,Multivariable Mathematics II,4,4,Athens,15,8,7,100,Jason,Cantarella,0,1240,1330,1023,Boyd Research & Education CTR,0304,Athens,,,W,,,,,AS_MATH3510,0,0,1,A,0,LEC,32,,,,,
202402,25137,MATH,3510,MATH - Mathematics,A,Active,Multivariable Mathematics II,4,4,Athens,15,8,7,100,Jason,Cantarella,0,1245,1400,1023,Boyd Research & Education CTR,0302,Athens,,T,,R,,,,AS_MATH3510,0,0,1,A,0,LEC,32,,,,,
202602,25151,MATH,4000,MATH - Mathematics,A,Active,Modern Algebra I,3,3,Athens,35,22,13,100,Brett,Collins,0,0955,1050,1023,Boyd Research & Education CTR,0323,Athens,M,,W,,F,,,AS_MATH4000,0,0,1,A,0,LEC,66,,,,,
202502,25151,MATH,4000,MATH - Mathematics,A,Active,Modern Algebra I,3,3,Athens,35,34,1,100,Paul,Pollack,0,1240,1330,1023,Boyd Research & Education CTR,0322,Athens,M,,W,,F,,,AS_MATH4000,0,0,1,A,0,LEC,102,,,,,
202202,25151,MATH,4000,MATH - Mathematics,A,Active,Modern Algebra and Geometry I,3,3,Athens,35,27,8,100,Paul,Pollack,0,1020,1110,1023,Boyd Research & Education CTR,0328,Athens,M,,W,,F,,,AS_MATH4000,0,0,1,A,0,LEC,81,,,,,
202402,25151,MATH,4000,MATH - Mathematics,A,Active,Modern Algebra and Geometry I,3,3,Athens,35,28,7,100,Paul,Pollack,0,1130,1220,1023,Boyd Research & Education CTR,0304,Athens,M,,W,,F,,,AS_MATH4000,0,0,1,A,0,LEC,84,,,,,
202102,25151,MATH,4000,MATH - Mathematics,A,Active,Modern Algebra and Geometry I,3,3,Athens,35,35,0,100,Laura,Rider,0,0910,1000,1030,Marine Sci - Dance,0304,Athens,M,,W,,F,,,AS_MATH4000,0,0,1,A,0,LEC,105,,,,,
